y,left_x,right_x,width
784,559,2511,1953
785,559,2511,1953
786,559,2511,1953
787,559,2511,1953
788,559,2511,1953
789,559,2511,1953
790,559,2511,1953
791,559,2511,1953
792,559,2511,1953
793,559,2511,1953
794,559,2511,1953
795,559,2511,1953
796,559,2511,1953
797,559,2511,1953
798,559,2511,1953
799,559,2511,1953
800,559,2511,1953
801,559,2511,1953
802,559,2511,1953
803,559,2511,1953
804,559,2511,1953
805,559,2511,1953
806,559,2511,1953
807,559,2511,1953
808,559,2511,1953
809,559,2511,1953
810,559,2511,1953
811,559,2511,1953
812,559,2511,1953
813,559,2511,1953
814,559,2511,1953
815,559,2511,1953
816,559,2511,1953
817,559,2511,1953
818,559,2511,1953
819,559,2511,1953
820,559,2511,1953
821,559,2511,1953
822,559,2511,1953
823,559,2511,1953
824,559,2511,1953
825,559,2511,1953
826,559,2511,1953
827,559,2511,1953
828,559,2511,1953
829,559,2511,1953
830,559,2511,1953
831,559,2511,1953
832,559,2511,1953
833,559,2511,1953
834,559,2511,1953
835,559,2511,1953
836,559,2511,1953
837,559,2511,1953
838,559,2511,1953
839,559,2511,1953
840,559,2511,1953
841,559,2511,1953
842,559,2511,1953
843,559,2511,1953
844,559,2511,1953
845,559,2511,1953
846,559,2511,1953
847,559,2511,1953
848,559,2511,1953
849,559,2511,1953
850,559,2511,1953
851,559,2511,1953
852,559,2511,1953
853,559,2511,1953
854,559,2511,1953
855,559,2511,1953
856,559,2511,1953
857,559,2511,1953
858,559,2511,1953
859,559,2511,1953
860,559,2511,1953
861,559,2511,1953
862,559,2511,1953
863,559,2511,1953
864,559,2511,1953
865,559,2511,1953
866,559,2511,1953
867,559,2511,1953
868,559,2511,1953
869,559,2511,1953
870,559,2511,1953
871,559,2511,1953
872,559,2511,1953
873,559,2511,1953
874,559,2511,1953
875,559,2511,1953
876,559,2511,1953
877,559,2511,1953
878,559,2511,1953
879,559,2511,1953
880,559,2511,1953
881,559,2511,1953
882,559,2511,1953
883,559,2511,1953
884,559,2511,1953
885,559,2511,1953
886,559,2511,1953
887,559,2511,1953
888,559,2511,1953
889,559,2511,1953
890,559,2511,1953
891,559,2511,1953
892,559,2511,1953
893,559,2511,1953
894,559,2511,1953
895,559,2511,1953
896,559,2511,1953
897,559,2511,1953
898,559,2511,1953
899,559,2511,1953
900,559,2511,1953
901,559,2511,1953
902,559,2511,1953
903,559,2511,1953
904,559,2511,1953
905,559,2511,1953
906,559,2511,1953
907,559,2511,1953
908,559,2511,1953
909,559,2511,1953
910,559,2511,1953
911,559,2511,1953
912,559,2511,1953
913,559,2511,1953
914,559,2511,1953
915,559,2511,1953
916,559,2511,1953
917,559,2511,1953
918,559,2511,1953
919,559,2511,1953
920,559,2511,1953
921,559,2511,1953
922,559,2511,1953
923,559,2511,1953
924,559,2511,1953
925,559,2511,1953
926,559,2511,1953
927,559,2511,1953
928,559,2511,1953
929,559,2511,1953
930,559,2511,1953
931,559,2511,1953
932,559,2511,1953
933,559,2511,1953
934,559,2511,1953
935,559,2511,1953
936,559,2511,1953
937,559,2511,1953
938,559,2511,1953
939,559,2511,1953
940,559,2511,1953
941,559,2511,1953
942,559,2511,1953
943,559,2511,1953
944,559,2511,1953
945,559,2511,1953
946,559,2511,1953
947,559,2511,1953
948,559,2511,1953
949,559,2511,1953
950,559,2511,1953
951,559,2511,1953
952,559,2511,1953
953,559,2511,1953
954,559,2511,1953
955,559,2511,1953
956,559,2511,1953
957,559,2511,1953
958,559,2511,1953
959,559,2511,1953
960,559,2511,1953
961,559,2511,1953
962,559,2511,1953
963,559,2511,1953
964,559,2511,1953
965,559,2511,1953
966,559,2511,1953
967,559,2511,1953
968,559,2511,1953
969,559,2511,1953
970,559,2511,1953
971,559,2511,1953
972,559,2511,1953
973,559,2511,1953
974,559,2511,1953
975,559,2511,1953
976,559,2511,1953
977,559,2511,1953
978,559,2511,1953
979,559,2511,1953
980,559,2511,1953
981,559,2511,1953
982,559,2511,1953
983,559,2511,1953
984,559,2511,1953
985,559,2511,1953
986,559,2511,1953
987,559,2511,1953
988,559,2511,1953
989,559,2511,1953
990,559,2511,1953
991,559,2511,1953
992,559,2511,1953
993,559,2511,1953
994,559,2511,1953
995,559,2511,1953
996,559,2511,1953
997,559,2511,1953
998,559,2511,1953
999,559,2511,1953
1000,559,2511,1953
1001,559,2511,1953
1002,559,2511,1953
1003,559,2511,1953
1004,559,2511,1953
1005,559,2511,1953
1006,559,2511,1953
1007,559,2511,1953
1008,559,2511,1953
1009,559,2511,1953
1010,559,2511,1953
1011,559,2511,1953
1012,559,2511,1953
1013,559,2511,1953
1014,559,2511,1953
1015,559,2511,1953
1016,559,2511,1953
1017,559,2511,1953
1018,559,2511,1953
1019,559,2511,1953
1020,559,2511,1953
1021,559,2511,1953
1022,559,2511,1953
1023,559,2511,1953
1024,559,2511,1953
1025,559,2511,1953
1026,559,2511,1953
1027,559,2511,1953
1028,559,2511,1953
1029,559,2511,1953
1030,559,2511,1953
1031,559,2511,1953
1032,559,2511,1953
1033,559,2511,1953
1034,559,2511,1953
1035,559,2511,1953
1036,559,2511,1953
1037,559,2511,1953
1038,559,2511,1953
1039,559,2511,1953
1040,559,2511,1953
1041,559,2511,1953
1042,559,2511,1953
1043,559,2511,1953
1044,559,2511,1953
1045,559,2511,1953
1046,559,2511,1953
1047,559,2511,1953
1048,559,2511,1953
1049,559,2511,1953
1050,559,2511,1953
1051,559,2511,1953
1052,559,2511,1953
1053,559,2511,1953
1054,559,2511,1953
1055,559,2511,1953
1056,559,2511,1953
1057,559,2511,1953
1058,559,2511,1953
1059,559,2511,1953
1060,559,2511,1953
1061,559,2511,1953
1062,559,2511,1953
1063,559,2511,1953
1064,559,2511,1953
1065,559,2511,1953
1066,559,2511,1953
1067,559,2511,1953
1068,559,2511,1953
1069,559,2511,1953
1070,559,2511,1953
1071,559,2511,1953
1072,559,2511,1953
1073,559,2511,1953
1074,559,2511,1953
1075,559,2511,1953
1076,559,2511,1953
1077,559,2511,1953
1078,559,2511,1953
1079,559,2511,1953
1080,559,2511,1953
1081,559,2511,1953
1082,559,2511,1953
1083,559,2511,1953
1084,559,2511,1953
1085,559,2511,1953
1086,559,2511,1953
1087,559,2511,1953
1088,559,2511,1953
1089,559,2511,1953
1090,559,2511,1953
1091,559,2511,1953
1092,559,2511,1953
1093,559,2511,1953
1094,559,2511,1953
1095,559,2511,1953
1096,559,2511,1953
1097,559,2511,1953
1098,559,2511,1953
1099,559,2511,1953
1100,559,2511,1953
1101,559,2511,1953
1102,559,2511,1953
1103,559,2511,1953
1104,559,2511,1953
1105,559,2511,1953
1106,559,2511,1953
1107,559,2511,1953
1108,559,2511,1953
1109,559,2511,1953
1110,559,2511,1953
1111,559,2511,1953
1112,559,2511,1953
1113,559,2511,1953
1114,559,2511,1953
1115,559,2511,1953
1116,559,2511,1953
1117,559,2511,1953
1118,559,2511,1953
1119,559,2511,1953
1120,559,2511,1953
1121,559,2511,1953
1122,559,2511,1953
1123,559,2511,1953
1124,559,2511,1953
1125,559,2511,1953
1126,559,2511,1953
1127,559,2511,1953
1128,559,2511,1953
1129,559,2511,1953
1130,559,2511,1953
1131,559,2511,1953
1132,559,2511,1953
1133,559,2511,1953
1134,559,2511,1953
1135,559,2511,1953
1136,559,2511,1953
1137,559,2511,1953
1138,559,2511,1953
1139,559,2511,1953
1140,559,2511,1953
1141,559,2511,1953
1142,559,2511,1953
1143,559,2511,1953
1144,559,2511,1953
1145,559,2511,1953
1146,559,2511,1953
1147,559,2511,1953
1148,559,2511,1953
1149,559,2511,1953
1150,559,2511,1953
1151,559,2511,1953
1152,559,2511,1953
1153,559,2511,1953
1154,559,2511,1953
1155,559,2511,1953
1156,559,2511,1953
1157,559,2511,1953
1158,559,2511,1953
1159,559,2511,1953
1160,559,2511,1953
1161,559,2511,1953
1162,559,2511,1953
1163,559,2511,1953
1164,559,2511,1953
1165,559,2511,1953
1166,559,2511,1953
1167,559,2511,1953
1168,559,2511,1953
1169,559,2511,1953
1170,559,2511,1953
1171,559,2511,1953
1172,559,2511,1953
1173,559,2511,1953
1174,559,2511,1953
1175,559,2511,1953
1176,559,2511,1953
1177,559,2511,1953
1178,559,2511,1953
1179,559,2511,1953
1180,559,2511,1953
1181,559,2511,1953
1182,559,2511,1953
1183,559,2511,1953
1184,559,2511,1953
1185,559,2511,1953
1186,559,2511,1953
1187,559,2511,1953
1188,559,2511,1953
1189,559,2511,1953
1190,559,2511,1953
1191,559,2511,1953
1192,559,2511,1953
1193,559,2511,1953
1194,559,2511,1953
1195,559,2511,1953
1196,559,2511,1953
1197,559,2511,1953
1198,559,2511,1953
1199,559,2511,1953
1200,559,2511,1953
1201,559,2511,1953
1202,559,2511,1953
1203,559,2511,1953
1204,559,2511,1953
1205,559,2511,1953
1206,559,2511,1953
1207,559,2511,1953
1208,559,2511,1953
1209,559,2511,1953
1210,559,2511,1953
1211,559,2511,1953
1212,559,2511,1953
1213,559,2511,1953
1214,559,2511,1953
1215,559,2511,1953
1216,559,2511,1953
1217,559,2511,1953
1218,559,2511,1953
1219,559,2511,1953
1220,559,2511,1953
1221,559,2511,1953
1222,559,2511,1953
1223,559,2511,1953
1224,559,2511,1953
1225,559,2511,1953
1226,559,2511,1953
1227,559,2511,1953
1228,559,2511,1953
1229,559,2511,1953
1230,559,2511,1953
1231,559,2511,1953
1232,559,2511,1953
1233,559,2511,1953
1234,559,2511,1953
1235,559,2511,1953
1236,559,2511,1953
1237,559,2511,1953
1238,559,2511,1953
1239,559,2511,1953
1240,559,2511,1953
1241,559,2511,1953
1242,559,2511,1953
1243,559,2511,1953
1244,559,2511,1953
1245,559,2511,1953
1246,559,2511,1953
1247,559,2511,1953
1248,559,2511,1953
1249,559,2511,1953
1250,559,2511,1953
1251,559,2511,1953
1252,559,2511,1953
1253,559,2511,1953
1254,559,2511,1953
1255,559,2511,1953
1256,559,2511,1953
1257,559,2511,1953
1258,559,2511,1953
1259,559,2511,1953
1260,559,2511,1953
1261,559,2511,1953
1262,559,2511,1953
1263,559,2511,1953
1264,559,2511,1953
1265,559,2511,1953
1266,559,2511,1953
1267,559,2511,1953
1268,559,2511,1953
1269,559,2511,1953
1270,559,2511,1953
1271,559,2511,1953
1272,559,2511,1953
1273,559,2511,1953
1274,559,2511,1953
1275,559,2511,1953
1276,559,2511,1953
1277,559,2511,1953
1278,559,2511,1953
1279,559,2511,1953
1280,559,2511,1953
1281,559,2511,1953
1282,559,2511,1953
1283,559,2511,1953
1284,559,2511,1953
1285,559,2511,1953
1286,559,2511,1953
1287,559,2511,1953
1288,559,2511,1953
1289,559,2511,1953
1290,559,2511,1953
1291,559,2511,1953
1292,559,2511,1953
1293,559,2511,1953
1294,559,2511,1953
1295,559,2511,1953
1296,559,2511,1953
1297,559,2511,1953
1298,559,2511,1953
1299,559,2511,1953
1300,559,2511,1953
1301,559,2511,1953
1302,559,2511,1953
1303,559,2511,1953
