x,top_y,bottom_y,height
1219,406,1546,1141
1220,405,1547,1143
1221,404,1548,1145
1222,404,1548,1145
1223,403,1549,1147
1224,403,1549,1147
1225,402,1550,1149
1226,402,1550,1149
1227,401,1551,1151
1228,401,1551,1151
1229,400,1552,1153
1230,400,1552,1153
1231,399,1553,1155
1232,399,1553,1155
1233,398,1554,1157
1234,398,1554,1157
1235,397,1555,1159
1236,397,1555,1159
1237,396,1556,1161
1238,396,1556,1161
1239,395,1557,1163
1240,395,1557,1163
1241,394,1558,1165
1242,394,1558,1165
1243,393,1559,1167
1244,393,1559,1167
1245,392,1560,1169
1246,391,1561,1171
1247,391,1561,1171
1248,390,1562,1173
1249,390,1562,1173
1250,389,1563,1175
1251,389,1563,1175
1252,388,1564,1177
1253,388,1564,1177
1254,387,1565,1179
1255,387,1565,1179
1256,387,1565,1179
1257,386,1566,1181
1258,386,1566,1181
1259,385,1567,1183
1260,385,1567,1183
1261,384,1568,1185
1262,384,1568,1185
1263,383,1569,1187
1264,383,1569,1187
1265,383,1569,1187
1266,382,1570,1189
1267,382,1570,1189
1268,381,1571,1191
1269,381,1571,1191
1270,380,1572,1193
1271,380,1572,1193
1272,379,1573,1195
1273,379,1573,1195
1274,378,1574,1197
1275,378,1574,1197
1276,378,1574,1197
1277,377,1575,1199
1278,377,1575,1199
1279,376,1576,1201
1280,376,1576,1201
1281,375,1577,1203
1282,375,1577,1203
1283,374,1578,1205
1284,374,1578,1205
1285,374,1578,1205
1286,373,1579,1207
1287,373,1579,1207
1288,373,1579,1207
1289,372,1580,1209
1290,372,1580,1209
1291,371,1581,1211
1292,371,1581,1211
1293,371,1581,1211
1294,370,1582,1213
1295,370,1582,1213
1296,369,1583,1215
1297,369,1583,1215
1298,369,1583,1215
1299,368,1584,1217
1300,368,1584,1217
1301,367,1585,1219
1302,367,1585,1219
1303,367,1585,1219
1304,366,1586,1221
1305,366,1586,1221
1306,365,1587,1223
1307,365,1587,1223
1308,365,1587,1223
1309,364,1588,1225
1310,364,1588,1225
1311,363,1589,1227
1312,363,1589,1227
1313,363,1589,1227
1314,362,1590,1229
1315,362,1590,1229
1316,362,1590,1229
1317,361,1591,1231
1318,361,1591,1231
1319,361,1591,1231
1320,360,1592,1233
1321,360,1592,1233
1322,360,1592,1233
1323,359,1593,1235
1324,359,1593,1235
1325,359,1593,1235
1326,358,1594,1237
1327,358,1594,1237
1328,358,1594,1237
1329,357,1595,1239
1330,357,1595,1239
1331,357,1595,1239
1332,356,1596,1241
1333,356,1596,1241
1334,356,1596,1241
1335,355,1597,1243
1336,355,1597,1243
1337,355,1597,1243
1338,354,1598,1245
1339,354,1598,1245
1340,354,1598,1245
1341,353,1599,1247
1342,353,1599,1247
1343,353,1599,1247
1344,352,1600,1249
1345,352,1600,1249
1346,352,1600,1249
1347,352,1600,1249
1348,351,1601,1251
1349,351,1601,1251
1350,351,1601,1251
1351,350,1602,1253
1352,350,1602,1253
1353,350,1602,1253
1354,349,1603,1255
1355,349,1603,1255
1356,349,1603,1255
1357,349,1603,1255
1358,348,1604,1257
1359,348,1604,1257
1360,348,1604,1257
1361,348,1604,1257
1362,347,1605,1259
1363,347,1605,1259
1364,347,1605,1259
1365,346,1606,1261
1366,346,1606,1261
1367,346,1606,1261
1368,346,1606,1261
1369,345,1607,1263
1370,345,1607,1263
1371,345,1607,1263
1372,345,1607,1263
1373,344,1608,1265
1374,344,1608,1265
1375,344,1608,1265
1376,344,1608,1265
1377,343,1609,1267
1378,343,1609,1267
1379,343,1609,1267
1380,343,1609,1267
1381,342,1610,1269
1382,342,1610,1269
1383,342,1610,1269
1384,342,1610,1269
1385,341,1611,1271
1386,341,1611,1271
1387,341,1611,1271
1388,341,1611,1271
1389,340,1612,1273
1390,340,1612,1273
1391,340,1612,1273
1392,340,1612,1273
1393,340,1612,1273
1394,339,1613,1275
1395,339,1613,1275
1396,339,1613,1275
1397,339,1613,1275
1398,338,1614,1277
1399,338,1614,1277
1400,338,1614,1277
1401,338,1614,1277
1402,338,1614,1277
1403,337,1615,1279
1404,337,1615,1279
1405,337,1615,1279
1406,337,1615,1279
1407,337,1615,1279
1408,336,1616,1281
1409,336,1616,1281
1410,336,1616,1281
1411,336,1616,1281
1412,336,1616,1281
1413,335,1617,1283
1414,335,1617,1283
1415,335,1617,1283
1416,335,1617,1283
1417,335,1617,1283
1418,334,1618,1285
1419,334,1618,1285
1420,334,1618,1285
1421,334,1618,1285
1422,334,1618,1285
1423,334,1618,1285
1424,333,1619,1287
1425,333,1619,1287
1426,333,1619,1287
1427,333,1619,1287
1428,333,1619,1287
1429,333,1619,1287
1430,332,1620,1289
1431,332,1620,1289
1432,332,1620,1289
1433,332,1620,1289
1434,332,1620,1289
1435,332,1620,1289
1436,331,1621,1291
1437,331,1621,1291
1438,331,1621,1291
1439,331,1621,1291
1440,331,1621,1291
1441,331,1621,1291
1442,331,1621,1291
1443,330,1622,1293
1444,330,1622,1293
1445,330,1622,1293
1446,330,1622,1293
1447,330,1622,1293
1448,330,1622,1293
1449,330,1622,1293
1450,330,1622,1293
1451,329,1623,1295
1452,329,1623,1295
1453,329,1623,1295
1454,329,1623,1295
1455,329,1623,1295
1456,329,1623,1295
1457,329,1623,1295
1458,329,1623,1295
1459,328,1624,1297
1460,328,1624,1297
1461,328,1624,1297
1462,328,1624,1297
1463,328,1624,1297
1464,328,1624,1297
1465,328,1624,1297
1466,328,1624,1297
1467,328,1624,1297
1468,327,1625,1299
1469,327,1625,1299
1470,327,1625,1299
1471,327,1625,1299
1472,327,1625,1299
1473,327,1625,1299
1474,327,1625,1299
1475,327,1625,1299
1476,327,1625,1299
1477,327,1625,1299
1478,327,1625,1299
1479,326,1626,1301
1480,326,1626,1301
1481,326,1626,1301
1482,326,1626,1301
1483,326,1626,1301
1484,326,1626,1301
1485,326,1626,1301
1486,326,1626,1301
1487,326,1626,1301
1488,326,1626,1301
1489,326,1626,1301
1490,326,1626,1301
1491,326,1626,1301
1492,325,1627,1303
1493,325,1627,1303
1494,325,1627,1303
1495,325,1627,1303
1496,325,1627,1303
1497,325,1627,1303
1498,325,1627,1303
1499,325,1627,1303
1500,325,1627,1303
1501,325,1627,1303
1502,325,1627,1303
1503,325,1627,1303
1504,325,1627,1303
1505,325,1627,1303
1506,325,1627,1303
1507,325,1627,1303
1508,325,1627,1303
1509,325,1627,1303
1510,325,1627,1303
1511,324,1628,1305
1512,324,1628,1305
1513,324,1628,1305
1514,324,1628,1305
1515,324,1628,1305
1516,324,1628,1305
1517,324,1628,1305
1518,324,1628,1305
1519,324,1628,1305
1520,324,1628,1305
1521,324,1628,1305
1522,324,1628,1305
1523,324,1628,1305
1524,324,1628,1305
1525,324,1628,1305
1526,324,1628,1305
1527,324,1628,1305
1528,324,1628,1305
1529,324,1628,1305
1530,324,1628,1305
1531,324,1628,1305
1532,324,1628,1305
1533,324,1628,1305
1534,324,1628,1305
1535,324,1628,1305
1536,324,1628,1305
1537,324,1628,1305
1538,324,1628,1305
1539,324,1628,1305
1540,324,1628,1305
1541,324,1628,1305
1542,324,1628,1305
1543,324,1628,1305
1544,324,1628,1305
1545,324,1628,1305
1546,324,1628,1305
1547,324,1628,1305
1548,324,1628,1305
1549,324,1628,1305
1550,324,1628,1305
1551,324,1628,1305
1552,324,1628,1305
1553,324,1628,1305
1554,324,1628,1305
1555,324,1628,1305
1556,324,1628,1305
1557,324,1628,1305
1558,324,1628,1305
1559,324,1628,1305
1560,325,1627,1303
1561,325,1627,1303
1562,325,1627,1303
1563,325,1627,1303
1564,325,1627,1303
1565,325,1627,1303
1566,325,1627,1303
1567,325,1627,1303
1568,325,1627,1303
1569,325,1627,1303
1570,325,1627,1303
1571,325,1627,1303
1572,325,1627,1303
1573,325,1627,1303
1574,325,1627,1303
1575,325,1627,1303
1576,325,1627,1303
1577,325,1627,1303
1578,325,1627,1303
1579,326,1626,1301
1580,326,1626,1301
1581,326,1626,1301
1582,326,1626,1301
1583,326,1626,1301
1584,326,1626,1301
1585,326,1626,1301
1586,326,1626,1301
1587,326,1626,1301
1588,326,1626,1301
1589,326,1626,1301
1590,326,1626,1301
1591,326,1626,1301
1592,327,1625,1299
1593,327,1625,1299
1594,327,1625,1299
1595,327,1625,1299
1596,327,1625,1299
1597,327,1625,1299
1598,327,1625,1299
1599,327,1625,1299
1600,327,1625,1299
1601,327,1625,1299
1602,327,1625,1299
1603,328,1624,1297
1604,328,1624,1297
1605,328,1624,1297
1606,328,1624,1297
1607,328,1624,1297
1608,328,1624,1297
1609,328,1624,1297
1610,328,1624,1297
1611,328,1624,1297
1612,329,1623,1295
1613,329,1623,1295
1614,329,1623,1295
1615,329,1623,1295
1616,329,1623,1295
1617,329,1623,1295
1618,329,1623,1295
1619,329,1623,1295
1620,330,1622,1293
1621,330,1622,1293
1622,330,1622,1293
1623,330,1622,1293
1624,330,1622,1293
1625,330,1622,1293
1626,330,1622,1293
1627,330,1622,1293
1628,331,1621,1291
1629,331,1621,1291
1630,331,1621,1291
1631,331,1621,1291
1632,331,1621,1291
1633,331,1621,1291
1634,331,1621,1291
1635,332,1620,1289
1636,332,1620,1289
1637,332,1620,1289
1638,332,1620,1289
1639,332,1620,1289
1640,332,1620,1289
1641,333,1619,1287
1642,333,1619,1287
1643,333,1619,1287
1644,333,1619,1287
1645,333,1619,1287
1646,333,1619,1287
1647,334,1618,1285
1648,334,1618,1285
1649,334,1618,1285
1650,334,1618,1285
1651,334,1618,1285
1652,334,1618,1285
1653,335,1617,1283
1654,335,1617,1283
1655,335,1617,1283
1656,335,1617,1283
1657,335,1617,1283
1658,336,1616,1281
1659,336,1616,1281
1660,336,1616,1281
1661,336,1616,1281
1662,336,1616,1281
1663,337,1615,1279
1664,337,1615,1279
1665,337,1615,1279
1666,337,1615,1279
1667,337,1615,1279
1668,338,1614,1277
1669,338,1614,1277
1670,338,1614,1277
1671,338,1614,1277
1672,338,1614,1277
1673,339,1613,1275
1674,339,1613,1275
1675,339,1613,1275
1676,339,1613,1275
1677,340,1612,1273
1678,340,1612,1273
1679,340,1612,1273
1680,340,1612,1273
1681,340,1612,1273
1682,341,1611,1271
1683,341,1611,1271
1684,341,1611,1271
1685,341,1611,1271
1686,342,1610,1269
1687,342,1610,1269
1688,342,1610,1269
1689,342,1610,1269
1690,343,1609,1267
1691,343,1609,1267
1692,343,1609,1267
1693,343,1609,1267
1694,344,1608,1265
1695,344,1608,1265
1696,344,1608,1265
1697,344,1608,1265
1698,345,1607,1263
1699,345,1607,1263
1700,345,1607,1263
1701,345,1607,1263
1702,346,1606,1261
1703,346,1606,1261
1704,346,1606,1261
1705,346,1606,1261
1706,347,1605,1259
1707,347,1605,1259
1708,347,1605,1259
1709,348,1604,1257
1710,348,1604,1257
1711,348,1604,1257
1712,348,1604,1257
1713,349,1603,1255
1714,349,1603,1255
1715,349,1603,1255
1716,349,1603,1255
1717,350,1602,1253
1718,350,1602,1253
1719,350,1602,1253
1720,351,1601,1251
1721,351,1601,1251
1722,351,1601,1251
1723,352,1600,1249
1724,352,1600,1249
1725,352,1600,1249
1726,352,1600,1249
1727,353,1599,1247
1728,353,1599,1247
1729,353,1599,1247
1730,354,1598,1245
1731,354,1598,1245
1732,354,1598,1245
1733,355,1597,1243
1734,355,1597,1243
1735,355,1597,1243
1736,356,1596,1241
1737,356,1596,1241
1738,356,1596,1241
1739,357,1595,1239
1740,357,1595,1239
1741,357,1595,1239
1742,358,1594,1237
1743,358,1594,1237
1744,358,1594,1237
1745,359,1593,1235
1746,359,1593,1235
1747,359,1593,1235
1748,360,1592,1233
1749,360,1592,1233
1750,360,1592,1233
1751,361,1591,1231
1752,361,1591,1231
1753,361,1591,1231
1754,362,1590,1229
1755,362,1590,1229
1756,362,1590,1229
1757,363,1589,1227
1758,363,1589,1227
1759,363,1589,1227
1760,364,1588,1225
1761,364,1588,1225
1762,365,1587,1223
1763,365,1587,1223
1764,365,1587,1223
1765,366,1586,1221
1766,366,1586,1221
1767,367,1585,1219
1768,367,1585,1219
1769,367,1585,1219
1770,368,1584,1217
1771,368,1584,1217
1772,369,1583,1215
1773,369,1583,1215
1774,369,1583,1215
1775,370,1582,1213
1776,370,1582,1213
1777,371,1581,1211
1778,371,1581,1211
1779,371,1581,1211
1780,372,1580,1209
1781,372,1580,1209
1782,373,1579,1207
1783,373,1579,1207
1784,373,1579,1207
1785,374,1578,1205
1786,374,1578,1205
1787,374,1578,1205
1788,375,1577,1203
1789,375,1577,1203
1790,376,1576,1201
1791,376,1576,1201
1792,377,1575,1199
1793,377,1575,1199
1794,378,1574,1197
1795,378,1574,1197
1796,378,1574,1197
1797,379,1573,1195
1798,379,1573,1195
1799,380,1572,1193
1800,380,1572,1193
1801,381,1571,1191
1802,381,1571,1191
1803,382,1570,1189
1804,382,1570,1189
1805,383,1569,1187
1806,383,1569,1187
1807,383,1569,1187
1808,384,1568,1185
1809,384,1568,1185
1810,385,1567,1183
1811,385,1567,1183
1812,386,1566,1181
1813,386,1566,1181
1814,387,1565,1179
1815,387,1565,1179
1816,387,1565,1179
1817,388,1564,1177
1818,388,1564,1177
1819,389,1563,1175
1820,389,1563,1175
1821,390,1562,1173
1822,390,1562,1173
1823,391,1561,1171
1824,391,1561,1171
1825,392,1560,1169
1826,393,1559,1167
1827,393,1559,1167
1828,394,1558,1165
1829,394,1558,1165
1830,395,1557,1163
1831,395,1557,1163
1832,396,1556,1161
1833,396,1556,1161
1834,397,1555,1159
1835,397,1555,1159
1836,398,1554,1157
1837,398,1554,1157
1838,399,1553,1155
1839,399,1553,1155
1840,400,1552,1153
1841,400,1552,1153
1842,401,1551,1151
1843,401,1551,1151
1844,402,1550,1149
1845,402,1550,1149
1846,403,1549,1147
1847,403,1549,1147
1848,404,1548,1145
1849,404,1548,1145
1850,405,1547,1143
1851,406,1546,1141
1852,406,1546,1141
1853,407,1545,1139
1854,407,1545,1139
1855,408,1544,1137
1856,408,1544,1137
1857,409,1543,1135
1858,410,1542,1133
1859,410,1542,1133
1860,411,1541,1131
1861,411,1541,1131
1862,412,1540,1129
1863,413,1539,1127
1864,413,1539,1127
1865,414,1538,1125
1866,414,1538,1125
1867,415,1537,1123
1868,415,1537,1123
1869,416,1536,1121
1870,417,1535,1119
1871,417,1535,1119
1872,418,1534,1117
1873,418,1534,1117
1874,419,1533,1115
1875,420,1532,1113
1876,420,1532,1113
1877,421,1531,1111
1878,421,1531,1111
1879,422,1530,1109
1880,423,1529,1107
1881,423,1529,1107
1882,424,1528,1105
1883,425,1527,1103
1884,425,1527,1103
1885,426,1526,1101
1886,427,1525,1099
1887,427,1525,1099
1888,428,1524,1097
1889,429,1523,1095
1890,429,1523,1095
1891,430,1522,1093
1892,430,1522,1093
1893,431,1521,1091
1894,432,1520,1089
1895,432,1520,1089
1896,433,1519,1087
1897,434,1518,1085
1898,434,1518,1085
1899,435,1517,1083
1900,436,1516,1081
1901,436,1516,1081
1902,437,1515,1079
1903,438,1514,1077
1904,438,1514,1077
1905,439,1513,1075
1906,440,1512,1073
1907,441,1511,1071
1908,441,1511,1071
1909,442,1510,1069
1910,443,1509,1067
1911,443,1509,1067
1912,444,1508,1065
1913,445,1507,1063
1914,446,1506,1061
1915,446,1506,1061
1916,447,1505,1059
1917,448,1504,1057
1918,448,1504,1057
1919,449,1503,1055
1920,450,1502,1053
1921,450,1502,1053
1922,451,1501,1051
1923,452,1500,1049
1924,453,1499,1047
1925,453,1499,1047
1926,454,1498,1045
1927,455,1497,1043
1928,456,1496,1041
1929,456,1496,1041
1930,457,1495,1039
1931,458,1494,1037
1932,459,1493,1035
1933,460,1492,1033
1934,460,1492,1033
1935,461,1491,1031
1936,462,1490,1029
1937,463,1489,1027
1938,464,1488,1025
1939,464,1488,1025
1940,465,1487,1023
1941,466,1486,1021
1942,467,1485,1019
1943,467,1485,1019
1944,468,1484,1017
1945,469,1483,1015
1946,470,1482,1013
1947,471,1481,1011
1948,471,1481,1011
1949,472,1480,1009
1950,473,1479,1007
1951,474,1478,1005
1952,475,1477,1003
1953,476,1476,1001
1954,476,1476,1001
1955,477,1475,999
1956,478,1474,997
1957,479,1473,995
1958,480,1472,993
1959,481,1471,991
1960,482,1470,989
1961,482,1470,989
1962,483,1469,987
1963,484,1468,985
1964,485,1467,983
1965,486,1466,981
1966,487,1465,979
1967,488,1464,977
1968,489,1463,975
1969,489,1463,975
1970,490,1462,973
1971,491,1461,971
1972,492,1460,969
1973,493,1459,967
1974,494,1458,965
1975,495,1457,963
1976,496,1456,961
1977,497,1455,959
1978,498,1454,957
1979,499,1453,955
1980,499,1453,955
1981,500,1452,953
1982,501,1451,951
1983,502,1450,949
1984,503,1449,947
1985,504,1448,945
1986,505,1447,943
1987,506,1446,941
1988,507,1445,939
1989,508,1444,937
1990,509,1443,935
1991,510,1442,933
1992,511,1441,931
1993,512,1440,929
1994,513,1439,927
1995,514,1438,925
1996,515,1437,923
1997,516,1436,921
1998,517,1435,919
1999,518,1434,917
2000,519,1433,915
2001,520,1432,913
2002,521,1431,911
2003,522,1430,909
2004,523,1429,907
2005,524,1428,905
2006,525,1427,903
2007,526,1426,901
2008,527,1425,899
2009,528,1424,897
2010,529,1423,895
2011,530,1422,893
2012,531,1421,891
2013,533,1419,887
2014,534,1418,885
2015,535,1417,883
2016,536,1416,881
2017,537,1415,879
2018,538,1414,877
2019,539,1413,875
2020,540,1412,873
2021,541,1411,871
2022,542,1410,869
2023,544,1408,865
2024,545,1407,863
2025,546,1406,861
2026,547,1405,859
2027,548,1404,857
2028,549,1403,855
2029,550,1402,853
2030,552,1400,849
2031,553,1399,847
2032,554,1398,845
2033,555,1397,843
2034,556,1396,841
2035,557,1395,839
2036,559,1393,835
2037,560,1392,833
2038,561,1391,831
2039,562,1390,829
2040,563,1389,827
2041,565,1387,823
2042,566,1386,821
2043,567,1385,819
2044,568,1384,817
2045,570,1382,813
2046,571,1381,811
2047,572,1380,809
2048,574,1378,805
2049,575,1377,803
2050,576,1376,801
2051,577,1375,799
2052,579,1373,795
2053,580,1372,793
2054,581,1371,791
2055,582,1370,789
2056,584,1368,785
2057,585,1367,783
2058,586,1366,781
2059,588,1364,777
2060,589,1363,775
2061,590,1362,773
2062,592,1360,769
2063,593,1359,767
2064,595,1357,763
2065,596,1356,761
2066,598,1354,757
2067,599,1353,755
2068,600,1352,753
2069,602,1350,749
2070,603,1349,747
2071,605,1347,743
2072,606,1346,741
2073,607,1345,739
2074,609,1343,735
2075,610,1342,733
2076,612,1340,729
2077,613,1339,727
2078,615,1337,723
2079,616,1336,721
2080,618,1334,717
2081,619,1333,715
2082,621,1331,711
2083,623,1329,707
2084,624,1328,705
2085,626,1326,701
2086,627,1325,699
2087,629,1323,695
2088,630,1322,693
2089,632,1320,689
2090,633,1319,687
2091,635,1317,683
2092,637,1315,679
2093,638,1314,677
2094,640,1312,673
2095,642,1310,669
2096,643,1309,667
2097,645,1307,663
2098,647,1305,659
2099,649,1303,655
2100,650,1302,653
2101,652,1300,649
2102,654,1298,645
2103,655,1297,643
2104,657,1295,639
2105,659,1293,635
2106,661,1291,631
2107,662,1290,629
2108,664,1288,625
2109,666,1286,621
2110,668,1284,617
2111,670,1282,613
2112,672,1280,609
2113,674,1278,605
2114,676,1276,601
2115,678,1274,597
2116,680,1272,593
2117,682,1270,589
2118,684,1268,585
2119,686,1266,581
2120,687,1265,579
2121,689,1263,575
2122,691,1261,571
2123,693,1259,567
2124,695,1257,563
2125,698,1254,557
2126,700,1252,553
2127,702,1250,549
2128,704,1248,545
2129,707,1245,539
2130,709,1243,535
2131,711,1241,531
2132,713,1239,527
2133,715,1237,523
2134,718,1234,517
2135,720,1232,513
2136,722,1230,509
2137,724,1228,505
2138,727,1225,499
2139,730,1222,493
2140,732,1220,489
2141,735,1217,483
2142,737,1215,479
2143,740,1212,473
2144,742,1210,469
2145,745,1207,463
2146,747,1205,459
2147,750,1202,453
2148,752,1200,449
2149,755,1197,443
2150,758,1194,437
2151,761,1191,431
2152,764,1188,425
2153,767,1185,419
2154,770,1182,413
2155,773,1179,407
2156,776,1176,401
2157,779,1173,395
2158,782,1170,389
2159,785,1167,383
2160,789,1163,375
2161,792,1160,369
2162,795,1157,363
2163,799,1153,355
2164,803,1149,347
2165,806,1146,341
2166,810,1142,333
2167,814,1138,325
2168,818,1134,317
2169,822,1130,309
2170,826,1126,301
2171,830,1122,293
2172,835,1117,283
2173,839,1113,275
2174,844,1108,265
2175,849,1103,255
2176,854,1098,245
2177,859,1093,235
2178,865,1087,223
2179,871,1081,211
2180,877,1075,199
2181,884,1068,185
2182,892,1060,169
2183,900,1052,153
2184,909,1043,135
2185,920,1032,113
2186,933,1019,87
2187,952,1000,49
