x,top_y,bottom_y,height
1524,324,1628,1305
1525,324,1628,1305
1526,324,1628,1305
1527,324,1628,1305
1528,324,1628,1305
1529,324,1628,1305
1530,324,1628,1305
1531,324,1628,1305
1532,324,1628,1305
1533,324,1628,1305
1534,324,1628,1305
1535,324,1628,1305
1536,324,1628,1305
1537,324,1628,1305
1538,324,1628,1305
1539,324,1628,1305
1540,324,1628,1305
1541,324,1628,1305
1542,324,1628,1305
1543,324,1628,1305
1544,324,1628,1305
1545,324,1628,1305
1546,324,1628,1305
1547,324,1628,1305
1548,324,1628,1305
1549,324,1628,1305
1550,324,1628,1305
1551,324,1628,1305
1552,324,1628,1305
1553,324,1628,1305
1554,324,1628,1305
1555,324,1628,1305
1556,324,1628,1305
1557,324,1628,1305
1558,324,1628,1305
1559,324,1628,1305
1560,324,1628,1305
1561,324,1628,1305
1562,324,1628,1305
1563,324,1628,1305
1564,324,1628,1305
1565,324,1628,1305
1566,324,1628,1305
1567,324,1628,1305
1568,324,1628,1305
1569,324,1628,1305
1570,324,1628,1305
1571,324,1628,1305
1572,324,1628,1305
1573,324,1628,1305
1574,324,1628,1305
1575,324,1628,1305
1576,324,1628,1305
1577,324,1628,1305
1578,324,1628,1305
1579,324,1628,1305
1580,324,1628,1305
1581,324,1628,1305
1582,324,1628,1305
1583,324,1628,1305
1584,324,1628,1305
1585,324,1628,1305
1586,324,1628,1305
1587,324,1628,1305
1588,324,1628,1305
1589,324,1628,1305
1590,324,1628,1305
1591,324,1628,1305
1592,324,1628,1305
1593,324,1628,1305
1594,324,1628,1305
1595,324,1628,1305
1596,324,1628,1305
1597,324,1628,1305
1598,324,1628,1305
1599,324,1628,1305
1600,324,1628,1305
1601,324,1628,1305
1602,324,1628,1305
1603,324,1628,1305
1604,324,1628,1305
1605,324,1628,1305
1606,324,1628,1305
1607,324,1628,1305
1608,324,1628,1305
1609,324,1628,1305
1610,324,1628,1305
1611,324,1628,1305
1612,324,1628,1305
1613,324,1628,1305
1614,324,1628,1305
1615,324,1628,1305
1616,324,1628,1305
1617,324,1628,1305
1618,324,1628,1305
1619,324,1628,1305
1620,324,1628,1305
1621,324,1628,1305
1622,324,1628,1305
1623,324,1628,1305
1624,324,1628,1305
1625,324,1628,1305
1626,324,1628,1305
1627,324,1628,1305
1628,324,1628,1305
1629,324,1628,1305
1630,324,1628,1305
1631,324,1628,1305
1632,324,1628,1305
1633,324,1628,1305
1634,324,1628,1305
1635,324,1628,1305
1636,324,1628,1305
1637,324,1628,1305
1638,324,1628,1305
1639,324,1628,1305
1640,324,1628,1305
1641,324,1628,1305
1642,324,1628,1305
1643,324,1628,1305
1644,324,1628,1305
1645,324,1628,1305
1646,324,1628,1305
1647,324,1628,1305
1648,324,1628,1305
1649,324,1628,1305
1650,324,1628,1305
1651,324,1628,1305
1652,324,1628,1305
1653,324,1628,1305
1654,324,1628,1305
1655,324,1628,1305
1656,324,1628,1305
1657,324,1628,1305
1658,324,1628,1305
1659,324,1628,1305
1660,324,1628,1305
1661,324,1628,1305
1662,324,1628,1305
1663,324,1628,1305
1664,324,1628,1305
1665,324,1628,1305
1666,324,1628,1305
1667,324,1628,1305
1668,324,1628,1305
1669,324,1628,1305
1670,324,1628,1305
1671,324,1628,1305
1672,324,1628,1305
1673,324,1628,1305
1674,324,1628,1305
1675,324,1628,1305
1676,324,1628,1305
1677,324,1628,1305
1678,324,1628,1305
1679,324,1628,1305
1680,324,1628,1305
1681,324,1628,1305
1682,324,1628,1305
1683,324,1628,1305
1684,324,1628,1305
1685,324,1628,1305
1686,324,1628,1305
1687,324,1628,1305
1688,324,1628,1305
1689,324,1628,1305
1690,324,1628,1305
1691,324,1628,1305
1692,324,1628,1305
1693,324,1628,1305
1694,324,1628,1305
1695,324,1628,1305
1696,324,1628,1305
1697,324,1628,1305
1698,324,1628,1305
1699,324,1628,1305
1700,324,1628,1305
1701,324,1628,1305
1702,324,1628,1305
1703,324,1628,1305
1704,324,1628,1305
1705,324,1628,1305
1706,324,1628,1305
1707,324,1628,1305
1708,324,1628,1305
1709,324,1628,1305
1710,324,1628,1305
1711,324,1628,1305
1712,324,1628,1305
1713,324,1628,1305
1714,324,1628,1305
1715,324,1628,1305
1716,324,1628,1305
1717,324,1628,1305
1718,324,1628,1305
1719,324,1628,1305
1720,324,1628,1305
1721,324,1628,1305
1722,324,1628,1305
1723,324,1628,1305
1724,324,1628,1305
1725,324,1628,1305
1726,324,1628,1305
1727,324,1628,1305
1728,324,1628,1305
1729,324,1628,1305
1730,324,1628,1305
1731,324,1628,1305
1732,324,1628,1305
1733,324,1628,1305
1734,324,1628,1305
1735,324,1628,1305
1736,324,1628,1305
1737,324,1628,1305
1738,324,1628,1305
1739,324,1628,1305
1740,324,1628,1305
1741,324,1628,1305
1742,324,1628,1305
1743,324,1628,1305
1744,324,1628,1305
1745,324,1628,1305
1746,324,1628,1305
1747,324,1628,1305
1748,324,1628,1305
1749,324,1628,1305
1750,324,1628,1305
1751,324,1628,1305
1752,324,1628,1305
1753,324,1628,1305
1754,324,1628,1305
1755,324,1628,1305
1756,324,1628,1305
1757,324,1628,1305
1758,324,1628,1305
1759,324,1628,1305
1760,324,1628,1305
1761,324,1628,1305
1762,324,1628,1305
1763,324,1628,1305
1764,324,1628,1305
1765,324,1628,1305
1766,324,1628,1305
